389.982758,1136
390.660522,1033
391.338684,974
392.017242,985
392.6962,925
393.375549,1077
394.055328,1083
394.735474,982
395.416046,993
396.097,1030
396.778351,1086
397.4601,1012
398.142242,1001
398.8248,991
399.507751,977
400.1911,1144
400.874847,1024
401.559,1026
402.24353,1158
402.9285,943
403.613831,1024
404.299561,981
404.9857,996
405.672241,866
406.359161,1020
407.046478,1097
407.7342,1001
408.422333,952
409.11084,987
409.799744,938
410.489075,1036
411.178772,1022
411.868866,989
412.5594,1049
413.250275,993
413.941559,953
414.63324,1102
415.325317,846
416.0178,959
416.7107,941
417.403961,954
418.0976,1022
418.791656,883
419.4861,1027
420.180969,976
420.876221,1000
421.571838,1063
422.267883,991
422.9643,947
423.661133,1082
424.358337,903
425.055939,971
425.753937,984
426.452332,1005
427.151123,1079
427.850281,981
428.549866,1037
429.249817,1040
429.9502,1088
430.65094,1098
431.352081,914
432.053619,1054
432.755554,1047
433.457855,1090
434.160583,1002
434.863678,951
435.567169,1024
436.271057,1063
436.9753,940
437.68,879
438.38504,1020
439.090485,1034
439.796326,1060
440.502563,1026
441.2092,1071
441.9162,1018
442.6236,979
443.3314,1029
444.039551,934
444.748138,1014
445.4571,1008
446.166443,919
446.8762,997
447.5863,920
448.2968,979
449.007721,1041
449.719,918
450.4307,1028
451.142761,1027
451.8552,1037
452.568054,1009
453.281281,903
453.9949,1015
454.7089,1120
455.4233,984
456.138062,915
456.853241,965
457.5688,1014
458.284729,1013
459.001068,980
459.717773,934
460.434875,943
461.152344,1066
461.8702,1138
462.58847,1049
463.3071,880
464.026123,967
464.745544,1026
465.465332,1018
466.185516,1057
466.906067,1061
467.627,923
468.348358,1056
469.070068,1047
469.792175,964
470.514648,958
471.237518,909
471.960754,960
472.6844,966
473.408417,1009
474.1328,1059
474.8576,928
475.582764,1100
476.3083,1036
477.034241,1071
477.760529,965
478.4872,916
479.2143,865
479.941742,1025
480.6696,918
481.3978,1001
482.1264,948
482.855377,986
483.584717,942
484.314453,1062
485.0446,870
485.7751,976
486.505951,1025
487.2372,999
487.968842,1008
488.700867,1002
489.433258,867
490.166016,977
490.89917,985
491.6327,1027
492.3666,940
493.1009,928
493.835541,1038
494.5706,953
495.306,1087
496.0418,1071
496.777954,1031
497.514526,973
498.251434,926
498.988739,1014
499.7264,1005
500.464478,859
501.2029,964
501.9417,902
502.680878,949
503.420441,965
504.16037,986
504.900665,995
505.641357,889
506.382416,981
507.12384,1000
507.865631,881
508.607819,916
509.350372,982
510.0933,1063
510.836578,1029
511.580261,929
512.3243,1046
513.0687,1011
513.8135,951
514.558655,1049
515.3042,1015
516.0501,1000
516.7964,980
517.543,1035
518.290039,1026
519.0374,899
519.7852,989
520.5333,886
521.2818,1066
522.0307,1077
522.779968,909
523.529541,1002
524.279541,931
525.0299,1056
525.7806,1066
526.5317,1024
527.283142,1004
528.035,924
528.7872,1040
529.539734,922
530.292664,930
531.045959,1025
531.7996,867
532.55365,987
533.308044,1069
534.0628,1002
534.818,889
535.5735,826
536.329346,983
537.0856,1039
537.842163,988
538.5991,1013
539.356445,930
540.114136,922
540.8722,1021
541.6306,1052
542.3894,979
543.14856,895
543.9081,969
544.667969,1000
545.4282,955
546.188843,1027
546.949768,875
547.7111,968
548.472839,993
549.234863,971
549.9973,899
550.7601,923
551.523254,994
552.286743,976
553.0506,958
553.8148,945
554.5794,920
555.34436,984
556.1097,914
556.875366,943
557.6414,936
558.4078,924
559.174561,1023
559.94165,906
560.7091,994
561.4769,941
562.2451,1040
563.0137,1017
563.7826,978
564.5518,1071
565.3215,958
566.091431,911
566.861755,928
567.632446,990
568.4035,1071
569.1749,873
569.946655,947
570.7188,922
571.4913,1014
572.2641,998
573.0373,934
573.810852,954
574.5847,966
575.358948,859
576.133545,1041
576.9085,1085
577.683838,811
578.459534,823
579.235535,980
580.0119,945
580.788635,1119
581.5657,872
582.34314,962
583.1209,1028
583.899048,841
584.677551,1023
585.45636,998
586.2356,926
587.0151,865
587.795,1030
588.575256,966
589.355835,955
590.1368,898
590.9181,890
591.6997,951
592.4817,1100
593.264038,901
594.046753,1027
594.8298,1057
595.613159,930
596.3969,918
597.180969,967
597.9654,979
598.7502,927
599.5353,1037
600.3208,1074
601.106567,921
601.892761,862
602.67926,960
603.4661,850
604.253357,917
605.0409,1058
605.8288,1037
606.617,905
607.4056,846
608.1945,932
608.983765,946
609.7734,875
610.563354,922
611.353638,925
612.1443,1055
612.9353,960
613.7266,1065
614.5183,973
615.3103,943
616.102661,909
616.8954,982
617.6884,911
618.48175,898
619.2755,915
620.0696,954
620.863953,967
621.6587,997
622.4538,924
623.2492,941
624.045,918
624.841064,1071
625.6375,918
626.434265,948
627.2314,926
628.0289,984
628.82666,916
629.624756,905
630.4232,881
631.222046,980
632.0212,893
632.8206,966
633.6204,981
634.4206,1006
635.221069,901
636.0219,1083
636.823059,952
637.6245,901
638.426331,893
639.2285,964
640.031,817
640.8338,899
641.636963,1098
642.4404,960
643.244263,870
644.0484,965
644.8529,995
645.6577,1143
646.4629,849
647.2684,999
648.074158,915
648.8803,993
649.686768,1000
650.4936,934
651.3007,910
652.1082,897
652.915955,859
653.7241,1030
654.532532,887
655.3413,884
656.150452,982
656.9599,823
657.769653,988
658.5797,1013
659.390137,879
660.2009,970
661.011963,849
661.823364,963
662.6351,950
663.447144,836
664.2595,928
665.0722,987
665.885254,1099
666.6986,972
667.512268,890
668.3263,955
669.1406,898
669.955261,984
670.7702,1074
671.5855,919
672.4011,878
673.2171,992
674.0333,962
674.8499,961
675.6668,950
676.4841,908
677.301636,942
678.1195,872
678.9377,1024
679.756165,953
680.575,862
681.394165,963
682.2136,898
683.0334,951
683.8535,917
684.67395,934
685.4947,935
686.315735,879
687.137146,978
687.9588,860
688.7808,977
689.603149,890
690.4258,992
691.2488,966
692.072,943
692.8956,1036
693.719543,836
694.543762,955
695.3683,926
696.1932,1007
697.0183,1018
697.8438,904
698.6696,1078
699.4957,933
700.322144,905
701.148865,866
701.9759,907
702.8033,881
703.6309,946
704.4589,995
705.2872,975
706.1158,892
706.9447,976
707.7739,896
708.603455,941
709.4333,884
710.2634,956
711.093933,895
711.9247,1060
712.755737,1030
713.587158,894
714.4188,929
715.250854,970
716.0831,917
716.9158,950
717.748657,1023
718.5819,960
719.4154,957
720.249268,810
721.083435,955
721.917847,885
722.7526,854
723.587646,906
724.423035,903
725.2587,927
726.094666,966
726.930969,1025
727.7675,876
728.6044,995
729.4416,965
730.279053,1015
731.1168,947
731.954956,980
732.793335,947
733.632,989
734.471,902
735.3103,874
736.149841,946
736.989746,1000
737.829956,922
738.6704,1016
739.5112,932
740.3523,963
741.193665,902
742.035339,921
742.8773,948
743.7196,969
744.562134,1006
745.405,856
746.248169,886
747.0916,909
747.935364,987
748.7794,916
749.6238,902
750.4684,1001
751.313354,1004
752.158569,897
753.0041,961
753.8499,970
754.696,898
755.5424,949
756.3891,974
757.2361,1050
758.0833,1004
758.9309,1006
759.778748,975
760.6269,995
761.475342,801
762.324036,908
763.173035,814
764.022339,1022
764.871948,1023
765.721863,996
766.572,928
767.4225,910
768.2732,879
769.124268,1008
769.9756,979
770.827148,904
771.6791,855
772.53125,955
773.3837,1040
774.23645,949
775.0895,954
775.9428,949
776.7964,959
777.6503,986
778.504456,878
779.358948,947
780.2137,1020
781.068665,841
781.924,957
782.7796,988
783.635437,842
784.4916,885
785.348,930
786.2047,1019
787.0617,1020
787.919,853
788.77655,944
789.6344,969
790.4925,871
791.3509,1011
792.209534,909
793.0685,898
793.927734,893
794.787231,866
795.647034,972
796.5071,968
797.3674,896
798.228,890
799.088867,1030
799.9501,907
800.811462,830
801.6732,945
802.535156,939
803.397461,833
804.259949,933
805.1228,927
805.98584,792
806.849243,880
807.7128,913
808.5767,861
809.4409,935
810.305359,873
811.170044,872
812.035034,763
812.900269,914
813.7658,1076
814.6316,957
815.4977,842
816.364,923
817.2306,966
818.0975,992
818.9646,868
819.832031,794
820.6997,891
821.5676,931
822.435852,966
823.3043,828
824.173035,994
825.042053,840
825.9113,826
826.7808,1002
827.650635,954
828.5207,937
829.391052,844
830.2616,995
831.132446,964
832.0036,867
832.875,1005
833.7466,941
834.6185,947
835.490662,969
836.3631,913
837.2358,884
838.108765,919
838.981934,908
839.8554,975
840.7291,873
841.603149,951
842.477356,806
843.351868,949
844.2266,882
845.1017,919
845.9769,971
846.8525,930
847.7283,840
848.6043,1071
849.4806,924
850.3572,861
851.234,745
852.111,992
852.9884,939
853.865967,1045
854.7438,873
855.6219,969
856.5002,936
857.3788,961
858.2576,1035
859.1367,894
860.0161,920
860.8957,1004
861.7755,933
862.65564,978
863.536,925
864.416565,868
865.2974,852
866.1785,871
867.0599,1025
867.941467,883
868.8233,926
869.705444,881
870.587769,819
871.470337,925
872.353149,969
873.236267,887
874.119568,999
875.0032,968
875.886963,905
876.771057,994
877.655334,924
878.5399,906
879.4247,1021
880.309753,959
881.195,972
882.080566,792
882.9663,856
883.8523,891
884.7386,958
885.625061,981
886.5118,870
887.3988,896
888.286,879
889.173462,862
890.061157,956
890.9491,935
891.8372,872
892.725647,907
893.6143,914
894.5032,812
895.392334,868
896.2817,950
897.171265,873
898.0611,945
898.9512,888
899.8415,837
900.732056,805
901.6228,806
902.5138,929
903.4051,909
904.2966,896
905.188232,881
906.0802,849
906.972351,926
907.8648,981
908.757446,958
909.6503,902
910.5434,828
911.436768,780
912.3303,944
913.2241,1005
914.1181,861
915.0124,897
915.90686,880
916.8016,939
917.696533,903
918.5917,885
919.487061,846
920.3827,945
921.278564,849
922.1746,928
923.0709,820
923.967468,861
924.8642,902
925.761169,950
926.6584,860
927.555847,916
928.4535,948
929.3514,909
930.249451,923
931.147766,952
932.0463,947
932.945068,891
933.844055,938
934.7433,985
935.6427,969
936.542358,996
937.4422,893
938.3423,842
939.2426,924
940.1431,973
941.0439,898
941.9448,897
942.846,930
943.747437,898
944.649048,884
945.550842,929
946.452942,875
947.355164,781
948.2576,1012
949.160339,974
950.063232,923
950.9664,993
951.869751,814
952.773254,929
953.677063,812
954.581,887
955.4852,916
956.3896,890
957.2942,873
958.199036,850
959.104065,920
960.009338,928
960.9148,962
961.820435,861
962.7263,923
963.6324,928
964.5387,868
965.4452,913
966.3519,871
967.25885,937
968.165955,1041
969.0733,908
969.980835,878
970.88855,874
971.7965,807
972.7047,879
973.613037,869
974.5216,774
975.430359,881
976.339355,854
977.248535,857
978.1579,926
979.0675,892
979.9773,847
980.887268,809
981.7974,987
982.7078,910
983.6184,925
984.529236,872
985.4402,982
986.3514,882
987.262756,843
988.1744,853
989.0861,968
989.9981,908
990.910339,885
991.8227,844
992.7353,842
993.648,941
994.561,892
995.4742,922
996.3875,890
997.3011,943
998.214844,880
999.1288,958
1000.04291,985
